,country_1,country_2,run,count
1245,B,B,44,8
1246,B,C,44,4
1247,B,E,44,3
1248,C,IB,44,7
1249,C,NW,44,8
1250,C,N,44,4
1251,C,B,44,4
1252,C,C,44,11
1253,C,E,44,9
1254,E,IB,44,2
1255,E,NW,44,9
1256,E,N,44,2
1257,E,B,44,3
1258,E,C,44,9
1259,E,E,44,7
1260,IB,IB,45,14
1261,IB,NW,45,5
1262,IB,N,45,1
1263,IB,B,45,2
1264,IB,C,45,8
1265,IB,E,45,7
1266,NW,IB,45,5
1267,NW,NW,45,15
1268,NW,N,45,7
1269,NW,B,45,7
1270,NW,C,45,8
1271,NW,E,45,13
1272,N,IB,45,1
1273,N,NW,45,7
1274,N,N,45,14
1275,N,B,45,9
1276,N,C,45,7
1277,N,E,45,10
1278,B,IB,45,2
1279,B,NW,45,7
1280,B,N,45,9
1281,B,B,45,13
1282,B,C,45,10
1283,B,E,45,11
1284,C,IB,45,8
1285,C,NW,45,8
1286,C,N,45,7
1287,C,B,45,10
1288,C,C,45,15
1289,C,E,45,13
1290,E,IB,45,7
1291,E,NW,45,13
1292,E,N,45,10
1293,E,B,45,11
1294,E,C,45,13
1295,E,E,45,17
1296,IB,IB,46,9
1297,IB,NW,46,2
1298,IB,N,46,1
1299,IB,B,46,2
1300,IB,C,46,6
1301,IB,E,46,3
1302,NW,IB,46,2
1303,NW,NW,46,6
1304,NW,N,46,2
1305,NW,B,46,2
1306,NW,C,46,2
1307,NW,E,46,1
1308,N,IB,46,1
1309,N,NW,46,2
1310,N,N,46,14
1311,N,B,46,10
1312,N,C,46,4
1313,N,E,46,5
1314,B,IB,46,2
1315,B,NW,46,2
1316,B,N,46,10
1317,B,B,46,16
1318,B,C,46,6
1319,B,E,46,8
1320,C,IB,46,6
1321,C,NW,46,2
1322,C,N,46,4
1323,C,B,46,6
1324,C,C,46,11
1325,C,E,46,6
1326,E,IB,46,3
1327,E,NW,46,1
1328,E,N,46,5
1329,E,B,46,8
1330,E,C,46,6
1331,E,E,46,10
1332,IB,IB,47,12
1333,IB,NW,47,0
1334,IB,N,47,1
1335,IB,B,47,3
1336,IB,C,47,5
1337,IB,E,47,3
1338,NW,IB,47,0
1339,NW,NW,47,5
1340,NW,N,47,1
1341,NW,B,47,1
1342,NW,C,47,2
1343,NW,E,47,3
1344,N,IB,47,1
1345,N,NW,47,1
1346,N,N,47,15
1347,N,B,47,8
1348,N,C,47,3
1349,N,E,47,8
1350,B,IB,47,3
1351,B,NW,47,1
1352,B,N,47,8
1353,B,B,47,13
1354,B,C,47,4
1355,B,E,47,9
1356,C,IB,47,5
1357,C,NW,47,2
1358,C,N,47,3
1359,C,B,47,4
1360,C,C,47,11
1361,C,E,47,5
1362,E,IB,47,3
1363,E,NW,47,3
1364,E,N,47,8
1365,E,B,47,9
1366,E,C,47,5
1367,E,E,47,12
1368,IB,IB,48,11
1369,IB,NW,48,1
1370,IB,N,48,0
1371,IB,B,48,1
1372,IB,C,48,2
1373,IB,E,48,1
1374,NW,IB,48,1
1375,NW,NW,48,10
1376,NW,N,48,1
1377,NW,B,48,0
1378,NW,C,48,6
1379,NW,E,48,0
1380,N,IB,48,0
1381,N,NW,48,1
1382,N,N,48,12
1383,N,B,48,3
1384,N,C,48,0
1385,N,E,48,1
1386,B,IB,48,1
1387,B,NW,48,0
1388,B,N,48,3
1389,B,B,48,7
1390,B,C,48,1
1391,B,E,48,1
1392,C,IB,48,2
1393,C,NW,48,6
1394,C,N,48,0
1395,C,B,48,1
1396,C,C,48,10
1397,C,E,48,3
1398,E,IB,48,1
1399,E,NW,48,0
1400,E,N,48,1
1401,E,B,48,1
1402,E,C,48,3
1403,E,E,48,5
1404,IB,IB,49,6
1405,IB,NW,49,1
1406,IB,N,49,0
1407,IB,B,49,1
1408,IB,C,49,2
1409,IB,E,49,1
1410,NW,IB,49,1
1411,NW,NW,49,8
1412,NW,N,49,3
1413,NW,B,49,1
1414,NW,C,49,2
1415,NW,E,49,4
1416,N,IB,49,0
1417,N,NW,49,3
1418,N,N,49,10
1419,N,B,49,3
1420,N,C,49,1
1421,N,E,49,1
1422,B,IB,49,1
1423,B,NW,49,1
1424,B,N,49,3
1425,B,B,49,8
1426,B,C,49,1
1427,B,E,49,4
1428,C,IB,49,2
1429,C,NW,49,2
1430,C,N,49,1
1431,C,B,49,1
1432,C,C,49,4
1433,C,E,49,2
1434,E,IB,49,1
1435,E,NW,49,4
1436,E,N,49,1
1437,E,B,49,4
1438,E,C,49,2
1439,E,E,49,8
1440,IB,IB,50,9
1441,IB,NW,50,0
1442,IB,N,50,0
1443,IB,B,50,0
1444,IB,C,50,2
1445,IB,E,50,2
1446,NW,IB,50,0
1447,NW,NW,50,4
1448,NW,N,50,0
1449,NW,B,50,0
1450,NW,C,50,3
1451,NW,E,50,1
1452,N,IB,50,0
1453,N,NW,50,0
1454,N,N,50,8
1455,N,B,50,5
1456,N,C,50,2
1457,N,E,50,3
1458,B,IB,50,0
1459,B,NW,50,0
1460,B,N,50,5
1461,B,B,50,6
1462,B,C,50,0
1463,B,E,50,3
1464,C,IB,50,2
1465,C,NW,50,3
1466,C,N,50,2
1467,C,B,50,0
1468,C,C,50,8
1469,C,E,50,2
1470,E,IB,50,2
1471,E,NW,50,1
1472,E,N,50,3
1473,E,B,50,3
1474,E,C,50,2
1475,E,E,50,6
1476,IB,IB,51,16
1477,IB,NW,51,1
1478,IB,N,51,4
1479,IB,B,51,2
1480,IB,C,51,4
1481,IB,E,51,4
1482,NW,IB,51,1
1483,NW,NW,51,8
1484,NW,N,51,2
1485,NW,B,51,2
1486,NW,C,51,1
1487,NW,E,51,5
1488,N,IB,51,4
1489,N,NW,51,2
1490,N,N,51,13
1491,N,B,51,6
1492,N,C,51,5
1493,N,E,51,4
1494,B,IB,51,2
1495,B,NW,51,2
1496,B,N,51,6
1497,B,B,51,9
1498,B,C,51,5
1499,B,E,51,6
1500,C,IB,51,4
1501,C,NW,51,1
1502,C,N,51,5
1503,C,B,51,5
1504,C,C,51,8
1505,C,E,51,5
1506,E,IB,51,4
1507,E,NW,51,5
1508,E,N,51,4
1509,E,B,51,6
1510,E,C,51,5
1511,E,E,51,12
1512,IB,IB,52,9
1513,IB,NW,52,3
1514,IB,N,52,0
1515,IB,B,52,3
1516,IB,C,52,6
1517,IB,E,52,2
1518,NW,IB,52,3
1519,NW,NW,52,17
1520,NW,N,52,5
1521,NW,B,52,3
1522,NW,C,52,11
1523,NW,E,52,6
1524,N,IB,52,0
1525,N,NW,52,5
1526,N,N,52,19
1527,N,B,52,10
1528,N,C,52,5
1529,N,E,52,8
1530,B,IB,52,3
1531,B,NW,52,3
1532,B,N,52,10
1533,B,B,52,12
1534,B,C,52,4
1535,B,E,52,7
1536,C,IB,52,6
1537,C,NW,52,11
1538,C,N,52,5
1539,C,B,52,4
1540,C,C,52,18
1541,C,E,52,8
1542,E,IB,52,2
1543,E,NW,52,6
1544,E,N,52,8
1545,E,B,52,7
1546,E,C,52,8
1547,E,E,52,11
1548,IB,IB,53,8
1549,IB,NW,53,2
1550,IB,N,53,0
1551,IB,B,53,1
1552,IB,C,53,4
1553,IB,E,53,3
1554,NW,IB,53,2
1555,NW,NW,53,8
1556,NW,N,53,2
1557,NW,B,53,2
1558,NW,C,53,5
1559,NW,E,53,5
1560,N,IB,53,0
1561,N,NW,53,2
1562,N,N,53,12
1563,N,B,53,10
1564,N,C,53,2
1565,N,E,53,7
1566,B,IB,53,1
1567,B,NW,53,2
1568,B,N,53,10
1569,B,B,53,15
1570,B,C,53,5
1571,B,E,53,9
1572,C,IB,53,4
1573,C,NW,53,5
1574,C,N,53,2
1575,C,B,53,5
1576,C,C,53,12
1577,C,E,53,8
1578,E,IB,53,3
1579,E,NW,53,5
1580,E,N,53,7
1581,E,B,53,9
1582,E,C,53,8
1583,E,E,53,14
1584,IB,IB,54,11
1585,IB,NW,54,2
1586,IB,N,54,0
1587,IB,B,54,1
1588,IB,C,54,5
1589,IB,E,54,2
1590,NW,IB,54,2
1591,NW,NW,54,10
1592,NW,N,54,1
1593,NW,B,54,0
1594,NW,C,54,3
1595,NW,E,54,1
1596,N,IB,54,0
1597,N,NW,54,1
1598,N,N,54,12
1599,N,B,54,2
1600,N,C,54,0
1601,N,E,54,1
1602,B,IB,54,1
1603,B,NW,54,0
1604,B,N,54,2
1605,B,B,54,3
1606,B,C,54,0
1607,B,E,54,0
1608,C,IB,54,5
1609,C,NW,54,3
1610,C,N,54,0
1611,C,B,54,0
1612,C,C,54,5
1613,C,E,54,2
1614,E,IB,54,2
1615,E,NW,54,1
1616,E,N,54,1
1617,E,B,54,0
1618,E,C,54,2
1619,E,E,54,4
1620,IB,IB,55,11
1621,IB,NW,55,2
1622,IB,N,55,1
1623,IB,B,55,1
1624,IB,C,55,6
1625,IB,E,55,1
1626,NW,IB,55,2
1627,NW,NW,55,13
1628,NW,N,55,7
1629,NW,B,55,4
1630,NW,C,55,9
1631,NW,E,55,7
1632,N,IB,55,1
1633,N,NW,55,7
1634,N,N,55,19
1635,N,B,55,10
1636,N,C,55,9
1637,N,E,55,8
1638,B,IB,55,1
1639,B,NW,55,4
1640,B,N,55,10
1641,B,B,55,12
1642,B,C,55,9
1643,B,E,55,9
1644,C,IB,55,6
1645,C,NW,55,9
1646,C,N,55,9
1647,C,B,55,9
1648,C,C,55,14
1649,C,E,55,8
1650,E,IB,55,1
1651,E,NW,55,7
1652,E,N,55,8
1653,E,B,55,9
1654,E,C,55,8
1655,E,E,55,14
1656,IB,IB,56,14
1657,IB,NW,56,3
1658,IB,N,56,2
1659,IB,B,56,2
1660,IB,C,56,9
1661,IB,E,56,4
1662,NW,IB,56,3
1663,NW,NW,56,10
1664,NW,N,56,1
1665,NW,B,56,0
1666,NW,C,56,5
1667,NW,E,56,3
1668,N,IB,56,2
1669,N,NW,56,1
1670,N,N,56,24
1671,N,B,56,13
1672,N,C,56,4
1673,N,E,56,3
1674,B,IB,56,2
1675,B,NW,56,0
1676,B,N,56,13
1677,B,B,56,17
1678,B,C,56,3
1679,B,E,56,7
1680,C,IB,56,9
1681,C,NW,56,5
1682,C,N,56,4
1683,C,B,56,3
1684,C,C,56,14
1685,C,E,56,6
1686,E,IB,56,4
1687,E,NW,56,3
1688,E,N,56,3
1689,E,B,56,7
1690,E,C,56,6
1691,E,E,56,11
1692,IB,IB,57,13
1693,IB,NW,57,6
1694,IB,N,57,0
1695,IB,B,57,6
1696,IB,C,57,4
1697,IB,E,57,5
1698,NW,IB,57,6
1699,NW,NW,57,14
1700,NW,N,57,2
1701,NW,B,57,3
1702,NW,C,57,9
1703,NW,E,57,4
1704,N,IB,57,0
1705,N,NW,57,2
1706,N,N,57,11
1707,N,B,57,5
1708,N,C,57,3
1709,N,E,57,2
1710,B,IB,57,6
1711,B,NW,57,3
1712,B,N,57,5
1713,B,B,57,15
1714,B,C,57,6
1715,B,E,57,6
1716,C,IB,57,4
1717,C,NW,57,9
1718,C,N,57,3
1719,C,B,57,6
1720,C,C,57,12
1721,C,E,57,5
1722,E,IB,57,5
1723,E,NW,57,4
1724,E,N,57,2
1725,E,B,57,6
1726,E,C,57,5
1727,E,E,57,9
1728,IB,IB,58,16
1729,IB,NW,58,6
1730,IB,N,58,2
1731,IB,B,58,4
1732,IB,C,58,8
1733,IB,E,58,4
1734,NW,IB,58,6
1735,NW,NW,58,15
1736,NW,N,58,3
1737,NW,B,58,2
1738,NW,C,58,9
1739,NW,E,58,7
1740,N,IB,58,2
1741,N,NW,58,3
1742,N,N,58,13
1743,N,B,58,3
1744,N,C,58,2
1745,N,E,58,4
1746,B,IB,58,4
1747,B,NW,58,2
1748,B,N,58,3
1749,B,B,58,7
1750,B,C,58,3
1751,B,E,58,6
1752,C,IB,58,8
1753,C,NW,58,9
1754,C,N,58,2
1755,C,B,58,3
1756,C,C,58,12
1757,C,E,58,6
1758,E,IB,58,4
1759,E,NW,58,7
1760,E,N,58,4
1761,E,B,58,6
1762,E,C,58,6
1763,E,E,58,13
1764,IB,IB,59,11
1765,IB,NW,59,5
1766,IB,N,59,2
1767,IB,B,59,2
1768,IB,C,59,7
1769,IB,E,59,7
1770,NW,IB,59,5
1771,NW,NW,59,19
1772,NW,N,59,3
1773,NW,B,59,5
1774,NW,C,59,10
1775,NW,E,59,8
1776,N,IB,59,2
1777,N,NW,59,3
1778,N,N,59,13
1779,N,B,59,7
1780,N,C,59,5
1781,N,E,59,7
1782,B,IB,59,2
1783,B,NW,59,5
1784,B,N,59,7
1785,B,B,59,12
1786,B,C,59,5
1787,B,E,59,6
1788,C,IB,59,7
1789,C,NW,59,10
1790,C,N,59,5
1791,C,B,59,5
1792,C,C,59,14
1793,C,E,59,10
1794,E,IB,59,7
1795,E,NW,59,8
1796,E,N,59,7
1797,E,B,59,6
1798,E,C,59,10
1799,E,E,59,15
1800,IB,IB,60,15
1801,IB,NW,60,2
1802,IB,N,60,2
1803,IB,B,60,3
1804,IB,C,60,5
1805,IB,E,60,2
1806,NW,IB,60,2
1807,NW,NW,60,6
1808,NW,N,60,1
1809,NW,B,60,1
1810,NW,C,60,2
1811,NW,E,60,2
1812,N,IB,60,2
1813,N,NW,60,1
1814,N,N,60,8
1815,N,B,60,2
1816,N,C,60,2
1817,N,E,60,2
1818,B,IB,60,3
1819,B,NW,60,1
1820,B,N,60,2
1821,B,B,60,6
1822,B,C,60,3
1823,B,E,60,4
1824,C,IB,60,5
1825,C,NW,60,2
1826,C,N,60,2
1827,C,B,60,3
1828,C,C,60,10
1829,C,E,60,5
1830,E,IB,60,2
1831,E,NW,60,2
1832,E,N,60,2
1833,E,B,60,4
1834,E,C,60,5
1835,E,E,60,7
1836,IB,IB,61,9
1837,IB,NW,61,2
1838,IB,N,61,1
1839,IB,B,61,1
1840,IB,C,61,4
1841,IB,E,61,3
1842,NW,IB,61,2
1843,NW,NW,61,11
1844,NW,N,61,2
1845,NW,B,61,1
1846,NW,C,61,6
1847,NW,E,61,4
1848,N,IB,61,1
1849,N,NW,61,2
1850,N,N,61,12
1851,N,B,61,4
1852,N,C,61,3
1853,N,E,61,4
1854,B,IB,61,1
1855,B,NW,61,1
1856,B,N,61,4
1857,B,B,61,10
1858,B,C,61,2
1859,B,E,61,6
1860,C,IB,61,4
1861,C,NW,61,6
1862,C,N,61,3
1863,C,B,61,2
1864,C,C,61,11
1865,C,E,61,7
1866,E,IB,61,3
1867,E,NW,61,4
1868,E,N,61,4
1869,E,B,61,6
1870,E,C,61,7
1871,E,E,61,12
1872,IB,IB,62,5
1873,IB,NW,62,3
1874,IB,N,62,0
1875,IB,B,62,0
1876,IB,C,62,2
1877,IB,E,62,1
1878,NW,IB,62,3
1879,NW,NW,62,7
1880,NW,N,62,1
1881,NW,B,62,2
1882,NW,C,62,4
1883,NW,E,62,3
1884,N,IB,62,0
1885,N,NW,62,1
1886,N,N,62,14
1887,N,B,62,9
1888,N,C,62,1
1889,N,E,62,6
1890,B,IB,62,0
1891,B,NW,62,2
1892,B,N,62,9
1893,B,B,62,10
1894,B,C,62,1
1895,B,E,62,6
1896,C,IB,62,2
1897,C,NW,62,4
1898,C,N,62,1
1899,C,B,62,1
1900,C,C,62,6
1901,C,E,62,3
1902,E,IB,62,1
1903,E,NW,62,3
1904,E,N,62,6
1905,E,B,62,6
1906,E,C,62,3
1907,E,E,62,12
1908,IB,IB,63,13
1909,IB,NW,63,5
1910,IB,N,63,1
1911,IB,B,63,5
1912,IB,C,63,8
1913,IB,E,63,5
1914,NW,IB,63,5
1915,NW,NW,63,16
1916,NW,N,63,6
1917,NW,B,63,7
1918,NW,C,63,9
1919,NW,E,63,8
1920,N,IB,63,1
1921,N,NW,63,6
1922,N,N,63,13
1923,N,B,63,10
1924,N,C,63,4
1925,N,E,63,4
1926,B,IB,63,5
1927,B,NW,63,7
1928,B,N,63,10
1929,B,B,63,18
1930,B,C,63,11
1931,B,E,63,14
1932,C,IB,63,8
1933,C,NW,63,9
1934,C,N,63,4
1935,C,B,63,11
1936,C,C,63,15
1937,C,E,63,12
1938,E,IB,63,5
1939,E,NW,63,8
1940,E,N,63,4
1941,E,B,63,14
1942,E,C,63,12
1943,E,E,63,14
1944,IB,IB,64,11
1945,IB,NW,64,1
1946,IB,N,64,0
1947,IB,B,64,0
1948,IB,C,64,2
1949,IB,E,64,2
1950,NW,IB,64,1
1951,NW,NW,64,9
1952,NW,N,64,4
1953,NW,B,64,2
1954,NW,C,64,5
1955,NW,E,64,6
1956,N,IB,64,0
1957,N,NW,64,4
1958,N,N,64,15
1959,N,B,64,7
1960,N,C,64,5
1961,N,E,64,4
1962,B,IB,64,0
1963,B,NW,64,2
1964,B,N,64,7
1965,B,B,64,11
1966,B,C,64,3
1967,B,E,64,6
1968,C,IB,64,2
1969,C,NW,64,5
1970,C,N,64,5
1971,C,B,64,3
1972,C,C,64,9
1973,C,E,64,7
1974,E,IB,64,2
1975,E,NW,64,6
1976,E,N,64,4
1977,E,B,64,6
1978,E,C,64,7
1979,E,E,64,10
1980,IB,IB,65,10
1981,IB,NW,65,1
1982,IB,N,65,0
1983,IB,B,65,0
1984,IB,C,65,2
1985,IB,E,65,1
1986,NW,IB,65,1
1987,NW,NW,65,8
1988,NW,N,65,0
1989,NW,B,65,0
1990,NW,C,65,3
1991,NW,E,65,3
1992,N,IB,65,0
1993,N,NW,65,0
1994,N,N,65,6
1995,N,B,65,2
1996,N,C,65,1
1997,N,E,65,1
1998,B,IB,65,0
1999,B,NW,65,0
2000,B,N,65,2
2001,B,B,65,6
2002,B,C,65,1
2003,B,E,65,1
2004,C,IB,65,2
2005,C,NW,65,3
2006,C,N,65,1
2007,C,B,65,1
2008,C,C,65,7
2009,C,E,65,5
2010,E,IB,65,1
2011,E,NW,65,3
2012,E,N,65,1
2013,E,B,65,1
2014,E,C,65,5
2015,E,E,65,6
2016,IB,IB,66,8
2017,IB,NW,66,0
2018,IB,N,66,0
2019,IB,B,66,2
2020,IB,C,66,2
2021,IB,E,66,3
2022,NW,IB,66,0
2023,NW,NW,66,6
2024,NW,N,66,0
2025,NW,B,66,0
2026,NW,C,66,0
2027,NW,E,66,0
2028,N,IB,66,0
2029,N,NW,66,0
2030,N,N,66,6
2031,N,B,66,2
2032,N,C,66,1
2033,N,E,66,2
2034,B,IB,66,2
2035,B,NW,66,0
2036,B,N,66,2
2037,B,B,66,6
2038,B,C,66,1
2039,B,E,66,5
2040,C,IB,66,2
2041,C,NW,66,0
2042,C,N,66,1
2043,C,B,66,1
2044,C,C,66,4
2045,C,E,66,3
2046,E,IB,66,3
2047,E,NW,66,0
2048,E,N,66,2
2049,E,B,66,5
2050,E,C,66,3
2051,E,E,66,6
2052,IB,IB,67,6
2053,IB,NW,67,1
2054,IB,N,67,0
2055,IB,B,67,0
2056,IB,C,67,1
2057,IB,E,67,2
2058,NW,IB,67,1
2059,NW,NW,67,8
2060,NW,N,67,2
2061,NW,B,67,2
2062,NW,C,67,4
2063,NW,E,67,3
2064,N,IB,67,0
2065,N,NW,67,2
2066,N,N,67,18
2067,N,B,67,8
2068,N,C,67,2
2069,N,E,67,8
2070,B,IB,67,0
2071,B,NW,67,2
2072,B,N,67,8
2073,B,B,67,11
2074,B,C,67,1
2075,B,E,67,7
2076,C,IB,67,1
2077,C,NW,67,4
2078,C,N,67,2
2079,C,B,67,1
2080,C,C,67,6
2081,C,E,67,3
2082,E,IB,67,2
2083,E,NW,67,3
2084,E,N,67,8
2085,E,B,67,7
2086,E,C,67,3
2087,E,E,67,12
2088,IB,IB,68,13
2089,IB,NW,68,7
2090,IB,N,68,1
2091,IB,B,68,4
2092,IB,C,68,6
2093,IB,E,68,3
2094,NW,IB,68,7
2095,NW,NW,68,14
2096,NW,N,68,2
2097,NW,B,68,3
2098,NW,C,68,8
2099,NW,E,68,8
2100,N,IB,68,1
2101,N,NW,68,2
2102,N,N,68,11
2103,N,B,68,6
2104,N,C,68,5
2105,N,E,68,7
2106,B,IB,68,4
2107,B,NW,68,3
2108,B,N,68,6
2109,B,B,68,10
2110,B,C,68,7
2111,B,E,68,9
2112,C,IB,68,6
2113,C,NW,68,8
2114,C,N,68,5
2115,C,B,68,7
2116,C,C,68,11
2117,C,E,68,7
2118,E,IB,68,3
2119,E,NW,68,8
2120,E,N,68,7
2121,E,B,68,9
2122,E,C,68,7
2123,E,E,68,10
2124,IB,IB,69,16
2125,IB,NW,69,3
2126,IB,N,69,2
2127,IB,B,69,3
2128,IB,C,69,8
2129,IB,E,69,7
2130,NW,IB,69,3
2131,NW,NW,69,8
2132,NW,N,69,2
2133,NW,B,69,3
2134,NW,C,69,6
2135,NW,E,69,5
2136,N,IB,69,2
2137,N,NW,69,2
2138,N,N,69,22
2139,N,B,69,10
2140,N,C,69,5
2141,N,E,69,9
2142,B,IB,69,3
2143,B,NW,69,3
2144,B,N,69,10
2145,B,B,69,15
2146,B,C,69,7
2147,B,E,69,11
2148,C,IB,69,8
2149,C,NW,69,6
2150,C,N,69,5
2151,C,B,69,7
2152,C,C,69,12
2153,C,E,69,8
2154,E,IB,69,7
2155,E,NW,69,5
2156,E,N,69,9
2157,E,B,69,11
2158,E,C,69,8
2159,E,E,69,14
2160,IB,IB,70,13
2161,IB,NW,70,2
2162,IB,N,70,1
2163,IB,B,70,2
2164,IB,C,70,4
2165,IB,E,70,2
2166,NW,IB,70,2
2167,NW,NW,70,7
2168,NW,N,70,0
2169,NW,B,70,1
2170,NW,C,70,5
2171,NW,E,70,2
2172,N,IB,70,1
2173,N,NW,70,0
2174,N,N,70,5
2175,N,B,70,2
2176,N,C,70,2
2177,N,E,70,2
2178,B,IB,70,2
2179,B,NW,70,1
2180,B,N,70,2
2181,B,B,70,4
2182,B,C,70,2
2183,B,E,70,3
2184,C,IB,70,4
2185,C,NW,70,5
2186,C,N,70,2
2187,C,B,70,2
2188,C,C,70,9
2189,C,E,70,3
2190,E,IB,70,2
2191,E,NW,70,2
2192,E,N,70,2
2193,E,B,70,3
2194,E,C,70,3
2195,E,E,70,6
2196,IB,IB,71,10
2197,IB,NW,71,1
2198,IB,N,71,1
2199,IB,B,71,3
2200,IB,C,71,6
2201,IB,E,71,2
2202,NW,IB,71,1
2203,NW,NW,71,9
2204,NW,N,71,1
2205,NW,B,71,2
2206,NW,C,71,2
2207,NW,E,71,4
2208,N,IB,71,1
2209,N,NW,71,1
2210,N,N,71,4
2211,N,B,71,3
2212,N,C,71,0
2213,N,E,71,3
2214,B,IB,71,3
2215,B,NW,71,2
2216,B,N,71,3
2217,B,B,71,8
2218,B,C,71,4
2219,B,E,71,6
2220,C,IB,71,6
2221,C,NW,71,2
2222,C,N,71,0
2223,C,B,71,4
2224,C,C,71,7
2225,C,E,71,2
2226,E,IB,71,2
2227,E,NW,71,4
2228,E,N,71,3
2229,E,B,71,6
2230,E,C,71,2
2231,E,E,71,6
2232,IB,IB,72,12
2233,IB,NW,72,3
2234,IB,N,72,0
2235,IB,B,72,1
2236,IB,C,72,2
2237,IB,E,72,4
2238,NW,IB,72,3
2239,NW,NW,72,10
2240,NW,N,72,1
2241,NW,B,72,0
2242,NW,C,72,4
2243,NW,E,72,5
2244,N,IB,72,0
2245,N,NW,72,1
2246,N,N,72,14
2247,N,B,72,3
2248,N,C,72,1
2249,N,E,72,3
2250,B,IB,72,1
2251,B,NW,72,0
2252,B,N,72,3
2253,B,B,72,5
2254,B,C,72,0
2255,B,E,72,2
2256,C,IB,72,2
2257,C,NW,72,4
2258,C,N,72,1
2259,C,B,72,0
2260,C,C,72,5
2261,C,E,72,4
2262,E,IB,72,4
2263,E,NW,72,5
2264,E,N,72,3
2265,E,B,72,2
2266,E,C,72,4
2267,E,E,72,10
2268,IB,IB,73,9
2269,IB,NW,73,3
2270,IB,N,73,3
2271,IB,B,73,3
2272,IB,C,73,3
2273,IB,E,73,2
2274,NW,IB,73,3
2275,NW,NW,73,8
2276,NW,N,73,2
2277,NW,B,73,3
2278,NW,C,73,5
2279,NW,E,73,5
2280,N,IB,73,3
2281,N,NW,73,2
2282,N,N,73,9
2283,N,B,73,7
2284,N,C,73,7
2285,N,E,73,4
2286,B,IB,73,3
2287,B,NW,73,3
2288,B,N,73,7
2289,B,B,73,6
2290,B,C,73,3
2291,B,E,73,4
2292,C,IB,73,3
2293,C,NW,73,5
2294,C,N,73,7
2295,C,B,73,3
2296,C,C,73,7
2297,C,E,73,6
2298,E,IB,73,2
2299,E,NW,73,5
2300,E,N,73,4
2301,E,B,73,4
2302,E,C,73,6
2303,E,E,73,8
2304,IB,IB,74,10
2305,IB,NW,74,3
2306,IB,N,74,1
2307,IB,B,74,2
2308,IB,C,74,5
2309,IB,E,74,4
2310,NW,IB,74,3
2311,NW,NW,74,7
2312,NW,N,74,4
2313,NW,B,74,4
2314,NW,C,74,4
2315,NW,E,74,5
2316,N,IB,74,1
2317,N,NW,74,4
2318,N,N,74,8
2319,N,B,74,6
2320,N,C,74,2
2321,N,E,74,3
2322,B,IB,74,2
2323,B,NW,74,4
2324,B,N,74,6
2325,B,B,74,10
2326,B,C,74,3
2327,B,E,74,8
2328,C,IB,74,5
2329,C,NW,74,4
2330,C,N,74,2
2331,C,B,74,3
2332,C,C,74,8
2333,C,E,74,6
2334,E,IB,74,4
2335,E,NW,74,5
2336,E,N,74,3
2337,E,B,74,8
2338,E,C,74,6
2339,E,E,74,11
2340,IB,IB,75,8
2341,IB,NW,75,0
2342,IB,N,75,0
2343,IB,B,75,0
2344,IB,C,75,2
2345,IB,E,75,2
2346,NW,IB,75,0
2347,NW,NW,75,8
2348,NW,N,75,1
2349,NW,B,75,1
2350,NW,C,75,1
2351,NW,E,75,1
2352,N,IB,75,0
2353,N,NW,75,1
2354,N,N,75,5
2355,N,B,75,1
2356,N,C,75,0
2357,N,E,75,1
2358,B,IB,75,0
2359,B,NW,75,1
2360,B,N,75,1
2361,B,B,75,6
2362,B,C,75,0
2363,B,E,75,2
2364,C,IB,75,2
2365,C,NW,75,1
2366,C,N,75,0
2367,C,B,75,0
2368,C,C,75,2
2369,C,E,75,1
2370,E,IB,75,2
2371,E,NW,75,1
2372,E,N,75,1
2373,E,B,75,2
2374,E,C,75,1
2375,E,E,75,4
2376,IB,IB,76,18
2377,IB,NW,76,6
2378,IB,N,76,1
2379,IB,B,76,2
2380,IB,C,76,5
2381,IB,E,76,3
2382,NW,IB,76,6
2383,NW,NW,76,9
2384,NW,N,76,2
2385,NW,B,76,4
2386,NW,C,76,8
2387,NW,E,76,6
2388,N,IB,76,1
2389,N,NW,76,2
2390,N,N,76,7
2391,N,B,76,7
2392,N,C,76,3
2393,N,E,76,4
2394,B,IB,76,2
2395,B,NW,76,4
2396,B,N,76,7
2397,B,B,76,11
2398,B,C,76,4
2399,B,E,76,4
2400,C,IB,76,5
2401,C,NW,76,8
2402,C,N,76,3
2403,C,B,76,4
2404,C,C,76,7
2405,C,E,76,6
2406,E,IB,76,3
2407,E,NW,76,6
2408,E,N,76,4
2409,E,B,76,4
2410,E,C,76,6
2411,E,E,76,5
2412,IB,IB,77,14
2413,IB,NW,77,2
2414,IB,N,77,4
2415,IB,B,77,3
