,country_1,country_2,run,count
2416,IB,C,77,6
2417,IB,E,77,8
2418,NW,IB,77,2
2419,NW,NW,77,12
2420,NW,N,77,0
2421,NW,B,77,0
2422,NW,C,77,5
2423,NW,E,77,5
2424,N,IB,77,4
2425,N,NW,77,0
2426,N,N,77,4
2427,N,B,77,3
2428,N,C,77,3
2429,N,E,77,3
2430,B,IB,77,3
2431,B,NW,77,0
2432,B,N,77,3
2433,B,B,77,7
2434,B,C,77,1
2435,B,E,77,6
2436,C,IB,77,6
2437,C,NW,77,5
2438,C,N,77,3
2439,C,B,77,1
2440,C,C,77,10
2441,C,E,77,11
2442,E,IB,77,8
2443,E,NW,77,5
2444,E,N,77,3
2445,E,B,77,6
2446,E,C,77,11
2447,E,E,77,11
2448,IB,IB,78,9
2449,IB,NW,78,2
2450,IB,N,78,1
2451,IB,B,78,2
2452,IB,C,78,3
2453,IB,E,78,2
2454,NW,IB,78,2
2455,NW,NW,78,11
2456,NW,N,78,0
2457,NW,B,78,4
2458,NW,C,78,6
2459,NW,E,78,4
2460,N,IB,78,1
2461,N,NW,78,0
2462,N,N,78,13
2463,N,B,78,5
2464,N,C,78,2
2465,N,E,78,6
2466,B,IB,78,2
2467,B,NW,78,4
2468,B,N,78,5
2469,B,B,78,12
2470,B,C,78,6
2471,B,E,78,10
2472,C,IB,78,3
2473,C,NW,78,6
2474,C,N,78,2
2475,C,B,78,6
2476,C,C,78,13
2477,C,E,78,6
2478,E,IB,78,2
2479,E,NW,78,4
2480,E,N,78,6
2481,E,B,78,10
2482,E,C,78,6
2483,E,E,78,15
2484,IB,IB,79,7
2485,IB,NW,79,2
2486,IB,N,79,0
2487,IB,B,79,1
2488,IB,C,79,2
2489,IB,E,79,0
2490,NW,IB,79,2
2491,NW,NW,79,20
2492,NW,N,79,2
2493,NW,B,79,2
2494,NW,C,79,8
2495,NW,E,79,3
2496,N,IB,79,0
2497,N,NW,79,2
2498,N,N,79,10
2499,N,B,79,4
2500,N,C,79,0
2501,N,E,79,0
2502,B,IB,79,1
2503,B,NW,79,2
2504,B,N,79,4
2505,B,B,79,10
2506,B,C,79,2
2507,B,E,79,2
2508,C,IB,79,2
2509,C,NW,79,8
2510,C,N,79,0
2511,C,B,79,2
2512,C,C,79,10
2513,C,E,79,4
2514,E,IB,79,0
2515,E,NW,79,3
2516,E,N,79,0
2517,E,B,79,2
2518,E,C,79,4
2519,E,E,79,4
2520,IB,IB,80,9
2521,IB,NW,80,3
2522,IB,N,80,0
2523,IB,B,80,3
2524,IB,C,80,7
2525,IB,E,80,7
2526,NW,IB,80,3
2527,NW,NW,80,11
2528,NW,N,80,2
2529,NW,B,80,2
2530,NW,C,80,3
2531,NW,E,80,4
2532,N,IB,80,0
2533,N,NW,80,2
2534,N,N,80,5
2535,N,B,80,2
2536,N,C,80,3
2537,N,E,80,3
2538,B,IB,80,3
2539,B,NW,80,2
2540,B,N,80,2
2541,B,B,80,3
2542,B,C,80,2
2543,B,E,80,4
2544,C,IB,80,7
2545,C,NW,80,3
2546,C,N,80,3
2547,C,B,80,2
2548,C,C,80,11
2549,C,E,80,9
2550,E,IB,80,7
2551,E,NW,80,4
2552,E,N,80,3
2553,E,B,80,4
2554,E,C,80,9
2555,E,E,80,9
2556,IB,IB,81,12
2557,IB,NW,81,4
2558,IB,N,81,0
2559,IB,B,81,1
2560,IB,C,81,5
2561,IB,E,81,3
2562,NW,IB,81,4
2563,NW,NW,81,15
2564,NW,N,81,2
2565,NW,B,81,2
2566,NW,C,81,10
2567,NW,E,81,5
2568,N,IB,81,0
2569,N,NW,81,2
2570,N,N,81,8
2571,N,B,81,3
2572,N,C,81,3
2573,N,E,81,1
2574,B,IB,81,1
2575,B,NW,81,2
2576,B,N,81,3
2577,B,B,81,9
2578,B,C,81,3
2579,B,E,81,3
2580,C,IB,81,5
2581,C,NW,81,10
2582,C,N,81,3
2583,C,B,81,3
2584,C,C,81,11
2585,C,E,81,6
2586,E,IB,81,3
2587,E,NW,81,5
2588,E,N,81,1
2589,E,B,81,3
2590,E,C,81,6
2591,E,E,81,8
2592,IB,IB,82,9
2593,IB,NW,82,4
2594,IB,N,82,0
2595,IB,B,82,0
2596,IB,C,82,3
2597,IB,E,82,2
2598,NW,IB,82,4
2599,NW,NW,82,11
2600,NW,N,82,4
2601,NW,B,82,3
2602,NW,C,82,11
2603,NW,E,82,8
2604,N,IB,82,0
2605,N,NW,82,4
2606,N,N,82,9
2607,N,B,82,3
2608,N,C,82,6
2609,N,E,82,2
2610,B,IB,82,0
2611,B,NW,82,3
2612,B,N,82,3
2613,B,B,82,7
2614,B,C,82,4
2615,B,E,82,3
2616,C,IB,82,3
2617,C,NW,82,11
2618,C,N,82,6
2619,C,B,82,4
2620,C,C,82,15
2621,C,E,82,6
2622,E,IB,82,2
2623,E,NW,82,8
2624,E,N,82,2
2625,E,B,82,3
2626,E,C,82,6
2627,E,E,82,10
2628,IB,IB,83,9
2629,IB,NW,83,3
2630,IB,N,83,0
2631,IB,B,83,2
2632,IB,C,83,6
2633,IB,E,83,4
2634,NW,IB,83,3
2635,NW,NW,83,9
2636,NW,N,83,2
2637,NW,B,83,4
2638,NW,C,83,5
2639,NW,E,83,6
2640,N,IB,83,0
2641,N,NW,83,2
2642,N,N,83,6
2643,N,B,83,5
2644,N,C,83,2
2645,N,E,83,4
2646,B,IB,83,2
2647,B,NW,83,4
2648,B,N,83,5
2649,B,B,83,10
2650,B,C,83,2
2651,B,E,83,5
2652,C,IB,83,6
2653,C,NW,83,5
2654,C,N,83,2
2655,C,B,83,2
2656,C,C,83,11
2657,C,E,83,8
2658,E,IB,83,4
2659,E,NW,83,6
2660,E,N,83,4
2661,E,B,83,5
2662,E,C,83,8
2663,E,E,83,14
2664,IB,IB,84,6
2665,IB,NW,84,4
2666,IB,N,84,0
2667,IB,B,84,2
2668,IB,C,84,6
2669,IB,E,84,2
2670,NW,IB,84,4
2671,NW,NW,84,16
2672,NW,N,84,0
2673,NW,B,84,2
2674,NW,C,84,12
2675,NW,E,84,3
2676,N,IB,84,0
2677,N,NW,84,0
2678,N,N,84,0
2679,N,B,84,0
2680,N,C,84,0
2681,N,E,84,0
2682,B,IB,84,2
2683,B,NW,84,2
2684,B,N,84,0
2685,B,B,84,7
2686,B,C,84,3
2687,B,E,84,4
2688,C,IB,84,6
2689,C,NW,84,12
2690,C,N,84,0
2691,C,B,84,3
2692,C,C,84,13
2693,C,E,84,4
2694,E,IB,84,2
2695,E,NW,84,3
2696,E,N,84,0
2697,E,B,84,4
2698,E,C,84,4
2699,E,E,84,6
2700,IB,IB,85,10
2701,IB,NW,85,5
2702,IB,N,85,1
2703,IB,B,85,1
2704,IB,C,85,7
2705,IB,E,85,2
2706,NW,IB,85,5
2707,NW,NW,85,14
2708,NW,N,85,2
2709,NW,B,85,0
2710,NW,C,85,8
2711,NW,E,85,4
2712,N,IB,85,1
2713,N,NW,85,2
2714,N,N,85,12
2715,N,B,85,12
2716,N,C,85,7
2717,N,E,85,9
2718,B,IB,85,1
2719,B,NW,85,0
2720,B,N,85,12
2721,B,B,85,15
2722,B,C,85,6
2723,B,E,85,12
2724,C,IB,85,7
2725,C,NW,85,8
2726,C,N,85,7
2727,C,B,85,6
2728,C,C,85,16
2729,C,E,85,9
2730,E,IB,85,2
2731,E,NW,85,4
2732,E,N,85,9
2733,E,B,85,12
2734,E,C,85,9
2735,E,E,85,13
2736,IB,IB,86,8
2737,IB,NW,86,3
2738,IB,N,86,1
2739,IB,B,86,3
2740,IB,C,86,5
2741,IB,E,86,4
2742,NW,IB,86,3
2743,NW,NW,86,9
2744,NW,N,86,2
2745,NW,B,86,3
2746,NW,C,86,8
2747,NW,E,86,6
2748,N,IB,86,1
2749,N,NW,86,2
2750,N,N,86,10
2751,N,B,86,6
2752,N,C,86,4
2753,N,E,86,3
2754,B,IB,86,3
2755,B,NW,86,3
2756,B,N,86,6
2757,B,B,86,15
2758,B,C,86,7
2759,B,E,86,9
2760,C,IB,86,5
2761,C,NW,86,8
2762,C,N,86,4
2763,C,B,86,7
2764,C,C,86,13
2765,C,E,86,8
2766,E,IB,86,4
2767,E,NW,86,6
2768,E,N,86,3
2769,E,B,86,9
2770,E,C,86,8
2771,E,E,86,11
2772,IB,IB,87,7
2773,IB,NW,87,2
2774,IB,N,87,1
2775,IB,B,87,2
2776,IB,C,87,2
2777,IB,E,87,2
2778,NW,IB,87,2
2779,NW,NW,87,13
2780,NW,N,87,3
2781,NW,B,87,3
2782,NW,C,87,6
2783,NW,E,87,5
2784,N,IB,87,1
2785,N,NW,87,3
2786,N,N,87,15
2787,N,B,87,9
2788,N,C,87,7
2789,N,E,87,7
2790,B,IB,87,2
2791,B,NW,87,3
2792,B,N,87,9
2793,B,B,87,15
2794,B,C,87,3
2795,B,E,87,4
2796,C,IB,87,2
2797,C,NW,87,6
2798,C,N,87,7
2799,C,B,87,3
2800,C,C,87,12
2801,C,E,87,8
2802,E,IB,87,2
2803,E,NW,87,5
2804,E,N,87,7
2805,E,B,87,4
2806,E,C,87,8
2807,E,E,87,12
2808,IB,IB,88,8
2809,IB,NW,88,1
2810,IB,N,88,1
2811,IB,B,88,1
2812,IB,C,88,3
2813,IB,E,88,1
2814,NW,IB,88,1
2815,NW,NW,88,9
2816,NW,N,88,2
2817,NW,B,88,2
2818,NW,C,88,4
2819,NW,E,88,3
2820,N,IB,88,1
2821,N,NW,88,2
2822,N,N,88,7
2823,N,B,88,3
2824,N,C,88,2
2825,N,E,88,2
2826,B,IB,88,1
2827,B,NW,88,2
2828,B,N,88,3
2829,B,B,88,9
2830,B,C,88,5
2831,B,E,88,8
2832,C,IB,88,3
2833,C,NW,88,4
2834,C,N,88,2
2835,C,B,88,5
2836,C,C,88,8
2837,C,E,88,7
2838,E,IB,88,1
2839,E,NW,88,3
2840,E,N,88,2
2841,E,B,88,8
2842,E,C,88,7
2843,E,E,88,9
2844,IB,IB,89,5
2845,IB,NW,89,1
2846,IB,N,89,2
2847,IB,B,89,0
2848,IB,C,89,2
2849,IB,E,89,2
2850,NW,IB,89,1
2851,NW,NW,89,10
2852,NW,N,89,2
2853,NW,B,89,1
2854,NW,C,89,6
2855,NW,E,89,4
2856,N,IB,89,2
2857,N,NW,89,2
2858,N,N,89,11
2859,N,B,89,4
2860,N,C,89,3
2861,N,E,89,3
2862,B,IB,89,0
2863,B,NW,89,1
2864,B,N,89,4
2865,B,B,89,9
2866,B,C,89,2
2867,B,E,89,6
2868,C,IB,89,2
2869,C,NW,89,6
2870,C,N,89,3
2871,C,B,89,2
2872,C,C,89,10
2873,C,E,89,7
2874,E,IB,89,2
2875,E,NW,89,4
2876,E,N,89,3
2877,E,B,89,6
2878,E,C,89,7
2879,E,E,89,11
2880,IB,IB,90,16
2881,IB,NW,90,6
2882,IB,N,90,2
2883,IB,B,90,1
2884,IB,C,90,11
2885,IB,E,90,6
2886,NW,IB,90,6
2887,NW,NW,90,15
2888,NW,N,90,3
2889,NW,B,90,4
2890,NW,C,90,13
2891,NW,E,90,9
2892,N,IB,90,2
2893,N,NW,90,3
2894,N,N,90,9
2895,N,B,90,4
2896,N,C,90,2
2897,N,E,90,2
2898,B,IB,90,1
2899,B,NW,90,4
2900,B,N,90,4
2901,B,B,90,7
2902,B,C,90,4
2903,B,E,90,6
2904,C,IB,90,11
2905,C,NW,90,13
2906,C,N,90,2
2907,C,B,90,4
2908,C,C,90,18
2909,C,E,90,11
2910,E,IB,90,6
2911,E,NW,90,9
2912,E,N,90,2
2913,E,B,90,6
2914,E,C,90,11
2915,E,E,90,11
2916,IB,IB,91,12
2917,IB,NW,91,2
2918,IB,N,91,3
2919,IB,B,91,6
2920,IB,C,91,4
2921,IB,E,91,6
2922,NW,IB,91,2
2923,NW,NW,91,12
2924,NW,N,91,2
2925,NW,B,91,4
2926,NW,C,91,7
2927,NW,E,91,9
2928,N,IB,91,3
2929,N,NW,91,2
2930,N,N,91,8
2931,N,B,91,5
2932,N,C,91,2
2933,N,E,91,6
2934,B,IB,91,6
2935,B,NW,91,4
2936,B,N,91,5
2937,B,B,91,13
2938,B,C,91,6
2939,B,E,91,10
2940,C,IB,91,4
2941,C,NW,91,7
2942,C,N,91,2
2943,C,B,91,6
2944,C,C,91,11
2945,C,E,91,9
2946,E,IB,91,6
2947,E,NW,91,9
2948,E,N,91,6
2949,E,B,91,10
2950,E,C,91,9
2951,E,E,91,18
2952,IB,IB,92,6
2953,IB,NW,92,2
2954,IB,N,92,0
2955,IB,B,92,3
2956,IB,C,92,2
2957,IB,E,92,2
2958,NW,IB,92,2
2959,NW,NW,92,11
2960,NW,N,92,0
2961,NW,B,92,3
2962,NW,C,92,4
2963,NW,E,92,8
2964,N,IB,92,0
2965,N,NW,92,0
2966,N,N,92,11
2967,N,B,92,7
2968,N,C,92,2
2969,N,E,92,6
2970,B,IB,92,3
2971,B,NW,92,3
2972,B,N,92,7
2973,B,B,92,14
2974,B,C,92,5
2975,B,E,92,10
2976,C,IB,92,2
2977,C,NW,92,4
2978,C,N,92,2
2979,C,B,92,5
2980,C,C,92,9
2981,C,E,92,9
2982,E,IB,92,2
2983,E,NW,92,8
2984,E,N,92,6
2985,E,B,92,10
2986,E,C,92,9
2987,E,E,92,18
2988,IB,IB,93,12
2989,IB,NW,93,1
2990,IB,N,93,0
2991,IB,B,93,4
2992,IB,C,93,3
2993,IB,E,93,2
2994,NW,IB,93,1
2995,NW,NW,93,12
2996,NW,N,93,2
2997,NW,B,93,2
2998,NW,C,93,6
2999,NW,E,93,6
3000,N,IB,93,0
3001,N,NW,93,2
3002,N,N,93,9
3003,N,B,93,6
3004,N,C,93,5
3005,N,E,93,4
3006,B,IB,93,4
3007,B,NW,93,2
3008,B,N,93,6
3009,B,B,93,10
3010,B,C,93,3
3011,B,E,93,5
3012,C,IB,93,3
3013,C,NW,93,6
3014,C,N,93,5
3015,C,B,93,3
3016,C,C,93,14
3017,C,E,93,11
3018,E,IB,93,2
3019,E,NW,93,6
3020,E,N,93,4
3021,E,B,93,5
3022,E,C,93,11
3023,E,E,93,13
3024,IB,IB,94,6
3025,IB,NW,94,0
3026,IB,N,94,2
3027,IB,B,94,2
3028,IB,C,94,2
3029,IB,E,94,2
3030,NW,IB,94,0
3031,NW,NW,94,4
3032,NW,N,94,3
3033,NW,B,94,1
3034,NW,C,94,2
3035,NW,E,94,2
3036,N,IB,94,2
3037,N,NW,94,3
3038,N,N,94,11
3039,N,B,94,7
3040,N,C,94,5
3041,N,E,94,4
3042,B,IB,94,2
3043,B,NW,94,1
3044,B,N,94,7
3045,B,B,94,9
3046,B,C,94,3
3047,B,E,94,3
3048,C,IB,94,2
3049,C,NW,94,2
3050,C,N,94,5
3051,C,B,94,3
3052,C,C,94,7
3053,C,E,94,3
3054,E,IB,94,2
3055,E,NW,94,2
3056,E,N,94,4
3057,E,B,94,3
3058,E,C,94,3
3059,E,E,94,4
3060,IB,IB,95,8
3061,IB,NW,95,2
3062,IB,N,95,2
3063,IB,B,95,3
3064,IB,C,95,3
3065,IB,E,95,4
3066,NW,IB,95,2
3067,NW,NW,95,5
3068,NW,N,95,1
3069,NW,B,95,2
3070,NW,C,95,5
3071,NW,E,95,4
3072,N,IB,95,2
3073,N,NW,95,1
3074,N,N,95,13
3075,N,B,95,6
3076,N,C,95,2
3077,N,E,95,6
3078,B,IB,95,3
3079,B,NW,95,2
3080,B,N,95,6
3081,B,B,95,9
3082,B,C,95,4
3083,B,E,95,8
3084,C,IB,95,3
3085,C,NW,95,5
3086,C,N,95,2
3087,C,B,95,4
3088,C,C,95,8
3089,C,E,95,7
3090,E,IB,95,4
3091,E,NW,95,4
3092,E,N,95,6
3093,E,B,95,8
3094,E,C,95,7
3095,E,E,95,11
3096,IB,IB,96,13
3097,IB,NW,96,6
3098,IB,N,96,1
3099,IB,B,96,2
3100,IB,C,96,9
3101,IB,E,96,8
3102,NW,IB,96,6
3103,NW,NW,96,14
3104,NW,N,96,2
3105,NW,B,96,5
3106,NW,C,96,9
3107,NW,E,96,7
3108,N,IB,96,1
3109,N,NW,96,2
3110,N,N,96,11
3111,N,B,96,3
3112,N,C,96,5
3113,N,E,96,3
3114,B,IB,96,2
3115,B,NW,96,5
3116,B,N,96,3
3117,B,B,96,10
3118,B,C,96,7
3119,B,E,96,9
3120,C,IB,96,9
3121,C,NW,96,9
3122,C,N,96,5
3123,C,B,96,7
3124,C,C,96,16
3125,C,E,96,15
3126,E,IB,96,8
3127,E,NW,96,7
3128,E,N,96,3
3129,E,B,96,9
3130,E,C,96,15
3131,E,E,96,16
3132,IB,IB,97,8
3133,IB,NW,97,2
3134,IB,N,97,1
3135,IB,B,97,1
3136,IB,C,97,3
3137,IB,E,97,1
3138,NW,IB,97,2
3139,NW,NW,97,6
3140,NW,N,97,0
3141,NW,B,97,0
3142,NW,C,97,3
3143,NW,E,97,1
3144,N,IB,97,1
3145,N,NW,97,0
3146,N,N,97,6
3147,N,B,97,3
3148,N,C,97,0
3149,N,E,97,0
3150,B,IB,97,1
3151,B,NW,97,0
3152,B,N,97,3
3153,B,B,97,9
3154,B,C,97,3
3155,B,E,97,3
3156,C,IB,97,3
3157,C,NW,97,3
3158,C,N,97,0
3159,C,B,97,3
3160,C,C,97,8
3161,C,E,97,7
3162,E,IB,97,1
3163,E,NW,97,1
3164,E,N,97,0
3165,E,B,97,3
3166,E,C,97,7
3167,E,E,97,12
3168,IB,IB,98,13
3169,IB,NW,98,4
3170,IB,N,98,1
3171,IB,B,98,2
3172,IB,C,98,7
3173,IB,E,98,5
3174,NW,IB,98,4
3175,NW,NW,98,9
3176,NW,N,98,2
3177,NW,B,98,1
3178,NW,C,98,5
3179,NW,E,98,6
3180,N,IB,98,1
3181,N,NW,98,2
3182,N,N,98,22
3183,N,B,98,10
3184,N,C,98,4
3185,N,E,98,6
3186,B,IB,98,2
3187,B,NW,98,1
3188,B,N,98,10
3189,B,B,98,14
3190,B,C,98,4
3191,B,E,98,8
3192,C,IB,98,7
3193,C,NW,98,5
3194,C,N,98,4
3195,C,B,98,4
3196,C,C,98,11
3197,C,E,98,11
3198,E,IB,98,5
3199,E,NW,98,6
3200,E,N,98,6
3201,E,B,98,8
3202,E,C,98,11
3203,E,E,98,13
3204,IB,IB,99,11
3205,IB,NW,99,0
3206,IB,N,99,1
3207,IB,B,99,1
3208,IB,C,99,3
3209,IB,E,99,3
3210,NW,IB,99,0
3211,NW,NW,99,11
3212,NW,N,99,1
3213,NW,B,99,3
3214,NW,C,99,4
3215,NW,E,99,3
3216,N,IB,99,1
3217,N,NW,99,1
3218,N,N,99,7
3219,N,B,99,5
3220,N,C,99,2
3221,N,E,99,1
3222,B,IB,99,1
3223,B,NW,99,3
3224,B,N,99,5
3225,B,B,99,9
3226,B,C,99,4
3227,B,E,99,5
3228,C,IB,99,3
3229,C,NW,99,4
3230,C,N,99,2
3231,C,B,99,4
3232,C,C,99,9
3233,C,E,99,6
3234,E,IB,99,3
3235,E,NW,99,3
3236,E,N,99,1
3237,E,B,99,5
3238,E,C,99,6
3239,E,E,99,8
3240,IB,IB,100,10
3241,IB,NW,100,2
3242,IB,N,100,3
3243,IB,B,100,2
3244,IB,C,100,2
3245,IB,E,100,4
3246,NW,IB,100,2
3247,NW,NW,100,12
3248,NW,N,100,3
3249,NW,B,100,3
3250,NW,C,100,5
3251,NW,E,100,6
3252,N,IB,100,3
3253,N,NW,100,3
3254,N,N,100,17
3255,N,B,100,10
3256,N,C,100,5
3257,N,E,100,6
3258,B,IB,100,2
3259,B,NW,100,3
3260,B,N,100,10
3261,B,B,100,11
3262,B,C,100,5
3263,B,E,100,5
3264,C,IB,100,2
3265,C,NW,100,5
3266,C,N,100,5
3267,C,B,100,5
3268,C,C,100,11
3269,C,E,100,7
3270,E,IB,100,4
3271,E,NW,100,6
3272,E,N,100,6
3273,E,B,100,5
3274,E,C,100,7
3275,E,E,100,13
3276,IB,IB,101,7
3277,IB,NW,101,2
3278,IB,N,101,0
3279,IB,B,101,2
3280,IB,C,101,2
3281,IB,E,101,4
3282,NW,IB,101,2
3283,NW,NW,101,8
3284,NW,N,101,1
3285,NW,B,101,2
3286,NW,C,101,1
3287,NW,E,101,3
3288,N,IB,101,0
3289,N,NW,101,1
3290,N,N,101,9
3291,N,B,101,3
3292,N,C,101,2
3293,N,E,101,3
3294,B,IB,101,2
3295,B,NW,101,2
3296,B,N,101,3
3297,B,B,101,8
3298,B,C,101,3
3299,B,E,101,8
3300,C,IB,101,2
3301,C,NW,101,1
3302,C,N,101,2
3303,C,B,101,3
3304,C,C,101,5
3305,C,E,101,6
3306,E,IB,101,4
3307,E,NW,101,3
3308,E,N,101,3
3309,E,B,101,8
3310,E,C,101,6
3311,E,E,101,11
3312,IB,IB,102,10
3313,IB,NW,102,5
3314,IB,N,102,2
3315,IB,B,102,6
3316,IB,C,102,7
3317,IB,E,102,9
3318,NW,IB,102,5
3319,NW,NW,102,16
3320,NW,N,102,2
3321,NW,B,102,6
3322,NW,C,102,7
3323,NW,E,102,10
3324,N,IB,102,2
3325,N,NW,102,2
3326,N,N,102,6
3327,N,B,102,5
3328,N,C,102,3
3329,N,E,102,3
3330,B,IB,102,6
3331,B,NW,102,6
3332,B,N,102,5
3333,B,B,102,11
3334,B,C,102,4
3335,B,E,102,10
3336,C,IB,102,7
3337,C,NW,102,7
3338,C,N,102,3
3339,C,B,102,4
3340,C,C,102,8
3341,C,E,102,9
3342,E,IB,102,9
3343,E,NW,102,10
3344,E,N,102,3
3345,E,B,102,10
3346,E,C,102,9
3347,E,E,102,14
3348,IB,IB,103,19
3349,IB,NW,103,7
3350,IB,N,103,4
3351,IB,B,103,7
3352,IB,C,103,12
3353,IB,E,103,9
3354,NW,IB,103,7
3355,NW,NW,103,14
3356,NW,N,103,3
3357,NW,B,103,8
3358,NW,C,103,10
3359,NW,E,103,9
3360,N,IB,103,4
3361,N,NW,103,3
3362,N,N,103,10
3363,N,B,103,8
3364,N,C,103,7
3365,N,E,103,8
3366,B,IB,103,7
3367,B,NW,103,8
3368,B,N,103,8
3369,B,B,103,10
3370,B,C,103,6
3371,B,E,103,10
3372,C,IB,103,12
3373,C,NW,103,10
3374,C,N,103,7
3375,C,B,103,6
3376,C,C,103,17
3377,C,E,103,15
3378,E,IB,103,9
3379,E,NW,103,9
3380,E,N,103,8
3381,E,B,103,10
3382,E,C,103,15
3383,E,E,103,12
3384,IB,IB,104,8
3385,IB,NW,104,2
3386,IB,N,104,0
3387,IB,B,104,0
3388,IB,C,104,2
3389,IB,E,104,0
3390,NW,IB,104,2
3391,NW,NW,104,10
3392,NW,N,104,0
3393,NW,B,104,1
3394,NW,C,104,3
3395,NW,E,104,3
3396,N,IB,104,0
3397,N,NW,104,0
3398,N,N,104,8
3399,N,B,104,8
3400,N,C,104,1
3401,N,E,104,1
3402,B,IB,104,0
3403,B,NW,104,1
3404,B,N,104,8
3405,B,B,104,15
3406,B,C,104,1
3407,B,E,104,5
3408,C,IB,104,2
3409,C,NW,104,3
3410,C,N,104,1
3411,C,B,104,1
3412,C,C,104,5
3413,C,E,104,3
3414,E,IB,104,0
3415,E,NW,104,3
3416,E,N,104,1
3417,E,B,104,5
3418,E,C,104,3
3419,E,E,104,8
3420,IB,IB,105,16
3421,IB,NW,105,4
3422,IB,N,105,3
3423,IB,B,105,4
3424,IB,C,105,9
3425,IB,E,105,7
3426,NW,IB,105,4
3427,NW,NW,105,8
3428,NW,N,105,2
3429,NW,B,105,2
3430,NW,C,105,4
3431,NW,E,105,4
3432,N,IB,105,3
3433,N,NW,105,2
3434,N,N,105,8
3435,N,B,105,6
3436,N,C,105,6
3437,N,E,105,6
3438,B,IB,105,4
3439,B,NW,105,2
3440,B,N,105,6
3441,B,B,105,7
3442,B,C,105,6
3443,B,E,105,8
3444,C,IB,105,9
3445,C,NW,105,4
3446,C,N,105,6
3447,C,B,105,6
3448,C,C,105,13
3449,C,E,105,9
3450,E,IB,105,7
3451,E,NW,105,4
3452,E,N,105,6
3453,E,B,105,8
3454,E,C,105,9
3455,E,E,105,12
3456,IB,IB,106,10
3457,IB,NW,106,3
3458,IB,N,106,0
3459,IB,B,106,1
3460,IB,C,106,2
3461,IB,E,106,2
3462,NW,IB,106,3
3463,NW,NW,106,7
3464,NW,N,106,3
3465,NW,B,106,3
3466,NW,C,106,4
3467,NW,E,106,4
3468,N,IB,106,0
3469,N,NW,106,3
3470,N,N,106,12
3471,N,B,106,9
3472,N,C,106,5
3473,N,E,106,10
3474,B,IB,106,1
3475,B,NW,106,3
3476,B,N,106,9
3477,B,B,106,16
3478,B,C,106,5
3479,B,E,106,12
3480,C,IB,106,2
3481,C,NW,106,4
3482,C,N,106,5
3483,C,B,106,5
3484,C,C,106,10
3485,C,E,106,9
3486,E,IB,106,2
3487,E,NW,106,4
3488,E,N,106,10
3489,E,B,106,12
3490,E,C,106,9
3491,E,E,106,14
3492,IB,IB,107,6
3493,IB,NW,107,3
3494,IB,N,107,0
3495,IB,B,107,2
3496,IB,C,107,5
3497,IB,E,107,4
3498,NW,IB,107,3
3499,NW,NW,107,12
3500,NW,N,107,3
3501,NW,B,107,3
3502,NW,C,107,6
3503,NW,E,107,5
3504,N,IB,107,0
3505,N,NW,107,3
3506,N,N,107,10
3507,N,B,107,4
3508,N,C,107,3
3509,N,E,107,5
3510,B,IB,107,2
3511,B,NW,107,3
3512,B,N,107,4
3513,B,B,107,8
3514,B,C,107,4
3515,B,E,107,5
3516,C,IB,107,5
3517,C,NW,107,6
3518,C,N,107,3
3519,C,B,107,4
3520,C,C,107,10
3521,C,E,107,6
3522,E,IB,107,4
3523,E,NW,107,5
3524,E,N,107,5
3525,E,B,107,5
3526,E,C,107,6
3527,E,E,107,9
3528,IB,IB,108,7
3529,IB,NW,108,1
3530,IB,N,108,0
3531,IB,B,108,1
3532,IB,C,108,4
3533,IB,E,108,4
3534,NW,IB,108,1
3535,NW,NW,108,9
3536,NW,N,108,2
3537,NW,B,108,2
3538,NW,C,108,3
3539,NW,E,108,3
3540,N,IB,108,0
3541,N,NW,108,2
3542,N,N,108,15
3543,N,B,108,5
3544,N,C,108,2
3545,N,E,108,4
3546,B,IB,108,1
3547,B,NW,108,2
3548,B,N,108,5
3549,B,B,108,8
3550,B,C,108,2
3551,B,E,108,5
3552,C,IB,108,4
3553,C,NW,108,3
3554,C,N,108,2
3555,C,B,108,2
3556,C,C,108,8
3557,C,E,108,6
3558,E,IB,108,4
3559,E,NW,108,3
3560,E,N,108,4
3561,E,B,108,5
3562,E,C,108,6
3563,E,E,108,11
